,var_name,var_label,timepoint,subject,n_observed,data_source,gr_section,gr_qnumber,reporter,var_comp,questionnaire,questionnaire_ref,constructs,var_type,orig_file,n_total,n_missing,descriptives
1571,A0106866,A1-68 GR1066 My three year old child partner,3 y,child,4068,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5829,"{'Does not apply at all': 3549, 'Apllies a little bit or sometimes': 495, 'Clearly applies, is often the case': 24}"
1572,A0106966,A1-69 GR1066 My three year old child partner,3 y,child,4068,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5829,"{'Does not apply at all': 3061, 'Apllies a little bit or sometimes': 946, 'Clearly applies, is often the case': 61}"
1573,A0107066,A1-70 GR1066 My three year old child partner,3 y,child,4065,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5832,"{'Does not apply at all': 3926, 'Apllies a little bit or sometimes': 125, 'Clearly applies, is often the case': 14}"
1574,A0107166,A1-71 GR1066 My three year old child partner,3 y,child,4063,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5834,"{'Does not apply at all': 3925, 'Apllies a little bit or sometimes': 125, 'Clearly applies, is often the case': 13}"
1575,A0107266,A1-72 GR1066 My three year old child partner,3 y,child,4057,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5840,"{'Does not apply at all': 3315, 'Apllies a little bit or sometimes': 647, 'Clearly applies, is often the case': 95}"
1576,A0107366,A1-73 GR1066 My three year old child partner,3 y,child,4062,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5835,"{'Does not apply at all': 3142, 'Apllies a little bit or sometimes': 863, 'Clearly applies, is often the case': 57}"
1577,A0107466,A1-74 GR1066 My three year old child partner,3 y,child,4069,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5828,"{'Does not apply at all': 3470, 'Apllies a little bit or sometimes': 481, 'Clearly applies, is often the case': 118}"
1578,A0107566,A1-75 GR1066 My three year old child partner,3 y,child,4069,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5828,"{'Does not apply at all': 4009, 'Apllies a little bit or sometimes': 53, 'Clearly applies, is often the case': 7}"
1579,A0107666,A1-76 GR1066 My three year old child partner,3 y,child,4066,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5831,"{'Does not apply at all': 3639, 'Apllies a little bit or sometimes': 327, 'Clearly applies, is often the case': 100}"
1580,A0107766,A1-77 GR1066 My three year old child partner,3 y,child,4051,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5846,"{'Does not apply at all': 3587, 'Apllies a little bit or sometimes': 447, 'Clearly applies, is often the case': 17}"
1581,A0107866,A1-78 GR1066 My three year old child partner,3 y,child,4069,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5828,"{'Does not apply at all': 3694, 'Apllies a little bit or sometimes': 346, 'Clearly applies, is often the case': 29}"
1582,A0107966,A1-79 GR1066 My three year old child partner,3 y,child,4068,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5829,"{'Does not apply at all': 3288, 'Apllies a little bit or sometimes': 720, 'Clearly applies, is often the case': 60}"
1583,A0108066,A1-80 GR1066 My three year old child partner,3 y,child,4067,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5830,"{'Does not apply at all': 3903, 'Apllies a little bit or sometimes': 148, 'Clearly applies, is often the case': 16}"
1584,A0108166,A1-81 GR1066 My three year old child partner,3 y,child,4059,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5838,"{'Does not apply at all': 2355, 'Apllies a little bit or sometimes': 1573, 'Clearly applies, is often the case': 131}"
1585,A0108266,A1-82 GR1066 My three year old child partner,3 y,child,4067,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5830,"{'Does not apply at all': 3381, 'Apllies a little bit or sometimes': 639, 'Clearly applies, is often the case': 47}"
1586,A0108366,A1-83 GR1066 My three year old child partner,3 y,child,4054,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5843,"{'Does not apply at all': 3543, 'Apllies a little bit or sometimes': 484, 'Clearly applies, is often the case': 27}"
1587,A0108466,A1-84 GR1066 My three year old child partner,3 y,child,4099,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5798,"{'Does not apply at all': 3244, 'Apllies a little bit or sometimes': 822, 'Clearly applies, is often the case': 33}"
1588,A0108566,A1-85 GR1066 My three year old child partner,3 y,child,4090,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5807,"{'Does not apply at all': 2757, 'Apllies a little bit or sometimes': 1230, 'Clearly applies, is often the case': 103}"
1589,A0108666,A1-86 GR1066 My three year old child partner,3 y,child,4095,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5802,"{'Does not apply at all': 3525, 'Apllies a little bit or sometimes': 496, 'Clearly applies, is often the case': 74}"
1590,A0108766,A1-87 GR1066 My three year old child partner,3 y,child,4090,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5807,"{'Does not apply at all': 3659, 'Apllies a little bit or sometimes': 405, 'Clearly applies, is often the case': 26}"
1591,A0108866,A1-88 GR1066 My three year old child partner,3 y,child,4083,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5814,"{'Does not apply at all': 2549, 'Apllies a little bit or sometimes': 1483, 'Clearly applies, is often the case': 51}"
1592,A0108966,A1-89 GR1066 My three year old child partner,3 y,child,4098,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5799,"{'Does not apply at all': 3985, 'Apllies a little bit or sometimes': 100, 'Clearly applies, is often the case': 13}"
1593,A0109066,A1-90 GR1066 My three year old child partner,3 y,child,4095,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5802,"{'Does not apply at all': 4024, 'Apllies a little bit or sometimes': 66, 'Clearly applies, is often the case': 5}"
1594,A0109166,A1-91 GR1066 My three year old child partner,3 y,child,4080,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5817,"{'Does not apply at all': 3480, 'Apllies a little bit or sometimes': 557, 'Clearly applies, is often the case': 43}"
1595,A0109266,A1-92 GR1066 My three year old child partner,3 y,child,4087,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5810,"{'Does not apply at all': 3492, 'Apllies a little bit or sometimes': 567, 'Clearly applies, is often the case': 28}"
1596,A0109366,A1-93 GR1066 My three year old child partner,3 y,child,4094,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5803,"{'Does not apply at all': 3930, 'Apllies a little bit or sometimes': 152, 'Clearly applies, is often the case': 12}"
1597,A0109466,A1-94 GR1066 My three year old child partner,3 y,child,4090,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5807,"{'Does not apply at all': 3068, 'Apllies a little bit or sometimes': 895, 'Clearly applies, is often the case': 127}"
1598,A0109566,A1-95 GR1066 My three year old child partner,3 y,child,4089,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5808,"{'Does not apply at all': 3535, 'Apllies a little bit or sometimes': 515, 'Clearly applies, is often the case': 39}"
1599,A0109666,A1-96 GR1066 My three year old child partner,3 y,child,4089,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5808,"{'Does not apply at all': 1973, 'Apllies a little bit or sometimes': 1747, 'Clearly applies, is often the case': 369}"
1600,A0109766,A1-97 GR1066 My three year old child partner,3 y,child,4082,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5815,"{'Does not apply at all': 2068, 'Apllies a little bit or sometimes': 1895, 'Clearly applies, is often the case': 119}"
1601,A0109866,A1-98 GR1066 My three year old child partner,3 y,child,4095,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5802,"{'Does not apply at all': 3872, 'Apllies a little bit or sometimes': 211, 'Clearly applies, is often the case': 12}"
1602,A0109966,A1-99 GR1066 My three year old child partner,3 y,child,4091,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5806,"{'Does not apply at all': 3876, 'Apllies a little bit or sometimes': 202, 'Clearly applies, is often the case': 13}"
1603,A0110066,A1-100 GR1066 My three year old child partner,3 y,child,4089,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5808,"{'Does not apply at all': 3110, 'Apllies a little bit or sometimes': 867, 'Clearly applies, is often the case': 112}"
1604,A0110166,A1-101 GR1066 My three year old child partner,3 y,child,4096,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5801,"{'Does not apply at all': 3820, 'Apllies a little bit or sometimes': 266, 'Clearly applies, is often the case': 10}"
1605,A0110266,A1-102 GR1066 My three year old child partner,3 y,child,4098,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5799,"{'Does not apply at all': 3843, 'Apllies a little bit or sometimes': 238, 'Clearly applies, is often the case': 17}"
1606,A0110366,A1-103 GR1066 My three year old child partner,3 y,child,4099,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5798,"{'Does not apply at all': 3902, 'Apllies a little bit or sometimes': 194, 'Clearly applies, is often the case': 3}"
1607,A0110466,A1-104 GR1066 My three year old child partner,3 y,child,4097,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5800,"{'Does not apply at all': 3607, 'Apllies a little bit or sometimes': 477, 'Clearly applies, is often the case': 13}"
1608,A0110566,A1-105 GR1066 My three year old child partner,3 y,child,4095,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5802,"{'Does not apply at all': 4042, 'Apllies a little bit or sometimes': 45, 'Clearly applies, is often the case': 8}"
1609,A0110666,A1-106 GR1066 My three year old child partner,3 y,child,4099,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5798,"{'Does not apply at all': 3920, 'Apllies a little bit or sometimes': 165, 'Clearly applies, is often the case': 14}"
1610,A0110766,A1-107 GR1066 My three year old child partner,3 y,child,4080,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5817,"{'Does not apply at all': 2858, 'Apllies a little bit or sometimes': 1111, 'Clearly applies, is often the case': 111}"
1611,A0110866,A1-108 GR1066 My three year old child partner,3 y,child,4091,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5806,"{'Does not apply at all': 3921, 'Apllies a little bit or sometimes': 155, 'Clearly applies, is often the case': 15}"
1612,A0110966,A1-109 GR1066 My three year old child partner,3 y,child,4080,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5817,"{'Does not apply at all': 3925, 'Apllies a little bit or sometimes': 140, 'Clearly applies, is often the case': 15}"
1613,A0111066,A1-110 GR1066 My three year old child partner,3 y,child,4090,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5807,"{'Does not apply at all': 3312, 'Apllies a little bit or sometimes': 684, 'Clearly applies, is often the case': 94}"
1614,A0111166,A1-111 GR1066 My three year old child partner,3 y,child,4084,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5813,"{'Does not apply at all': 3776, 'Apllies a little bit or sometimes': 266, 'Clearly applies, is often the case': 42}"
1615,A0111266,A1-112 GR1066 My three year old child partner,3 y,child,4092,GR1066,A,,father,item,,,,factor,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,5805,"{'Does not apply at all': 3680, 'Apllies a little bit or sometimes': 381, 'Clearly applies, is often the case': 31}"
1616,cbcl1_36m,,3 y,child,4945,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4952,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.09, '3rd Qu.': 0, 'Max.': 2}"
1617,cbcl2_36m,,3 y,child,4952,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4945,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 2}"
1618,cbcl3_36m,,3 y,child,4947,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4950,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.3, '3rd Qu.': 1, 'Max.': 2}"
1619,cbcl4_36m,,3 y,child,4909,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4988,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.21, '3rd Qu.': 0, 'Max.': 2}"
1620,cbcl5_36m,,3 y,child,4957,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4940,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.3, '3rd Qu.': 1, 'Max.': 2}"
1621,cbcl6_36m,,3 y,child,4962,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4935,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.34, '3rd Qu.': 1, 'Max.': 2}"
1622,cbcl7_36m,,3 y,child,4950,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4947,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.24, '3rd Qu.': 0, 'Max.': 2}"
1623,cbcl8_36m,,3 y,child,4947,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4950,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.63, '3rd Qu.': 1, 'Max.': 2}"
1624,cbcl9_36m,,3 y,child,4955,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4942,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.22, '3rd Qu.': 0, 'Max.': 2}"
1625,cbcl10_36m,,3 y,child,4946,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4951,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.27, '3rd Qu.': 0, 'Max.': 2}"
1626,cbcl11_36m,,3 y,child,4953,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4944,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.2, '3rd Qu.': 0, 'Max.': 2}"
1627,cbcl12_36m,,3 y,child,4950,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4947,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.1, '3rd Qu.': 0, 'Max.': 2}"
1628,cbcl13_36m,,3 y,child,4958,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4939,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.15, '3rd Qu.': 0, 'Max.': 2}"
1629,cbcl14_36m,,3 y,child,4941,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4956,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.07, '3rd Qu.': 0, 'Max.': 2}"
1630,cbcl15_36m,,3 y,child,4900,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4997,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.64, '3rd Qu.': 1, 'Max.': 2}"
1631,cbcl16_36m,,3 y,child,4949,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4948,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.76, '3rd Qu.': 1, 'Max.': 2}"
1632,cbcl17_36m,,3 y,child,4947,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4950,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.22, '3rd Qu.': 0, 'Max.': 2}"
1633,cbcl18_36m,,3 y,child,4949,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4948,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.16, '3rd Qu.': 0, 'Max.': 2}"
1634,cbcl19_36m,,3 y,child,4959,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4938,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.21, '3rd Qu.': 0, 'Max.': 2}"
1635,cbcl20_36m,,3 y,child,4927,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4970,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.7, '3rd Qu.': 1, 'Max.': 2}"
1636,cbcl21_36m,,3 y,child,4931,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4966,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.36, '3rd Qu.': 1, 'Max.': 2}"
1637,cbcl22_36m,,3 y,child,4950,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4947,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.37, '3rd Qu.': 1, 'Max.': 2}"
1638,cbcl23_36m,,3 y,child,4943,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4954,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.38, '3rd Qu.': 1, 'Max.': 2}"
1639,cbcl24_36m,,3 y,child,4954,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4943,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.48, '3rd Qu.': 1, 'Max.': 2}"
1640,cbcl25_36m,,3 y,child,4963,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4934,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.07, '3rd Qu.': 0, 'Max.': 2}"
1641,cbcl26_36m,,3 y,child,4952,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4945,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 2}"
1642,cbcl27_36m,,3 y,child,4947,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4950,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.24, '3rd Qu.': 0, 'Max.': 2}"
1643,cbcl28_36m,,3 y,child,4965,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4932,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.05, '3rd Qu.': 0, 'Max.': 2}"
1644,cbcl29_36m,,3 y,child,4948,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4949,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.34, '3rd Qu.': 1, 'Max.': 2}"
1645,cbcl30_36m,,3 y,child,4941,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4956,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.57, '3rd Qu.': 1, 'Max.': 2}"
1646,cbcl31_36m,,3 y,child,4937,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4960,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.06, '3rd Qu.': 0, 'Max.': 2}"
1647,cbcl32_36m,,3 y,child,4920,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4977,"{'Min.': 0, '1st Qu.': 0, 'Median': 1, 'Mean': 0.57, '3rd Qu.': 1, 'Max.': 2}"
1648,cbcl33_36m,,3 y,child,4922,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4975,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.26, '3rd Qu.': 0, 'Max.': 2}"
1649,cbcl34_36m,,3 y,child,4940,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4957,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.25, '3rd Qu.': 0, 'Max.': 2}"
1650,cbcl35_36m,,3 y,child,4942,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4955,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.11, '3rd Qu.': 0, 'Max.': 2}"
1651,cbcl36_36m,,3 y,child,4921,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4976,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.44, '3rd Qu.': 1, 'Max.': 2}"
1652,cbcl37_36m,,3 y,child,4937,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4960,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.18, '3rd Qu.': 0, 'Max.': 2}"
1653,cbcl38_36m,,3 y,child,4929,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4968,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.32, '3rd Qu.': 1, 'Max.': 2}"
1654,cbcl39_36m,,3 y,child,4945,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4952,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
1655,cbcl40_36m,,3 y,child,4930,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4967,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.31, '3rd Qu.': 1, 'Max.': 2}"
1656,cbcl41_36m,,3 y,child,4940,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4957,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.03, '3rd Qu.': 0, 'Max.': 2}"
1657,cbcl42_36m,,3 y,child,4933,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4964,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.13, '3rd Qu.': 0, 'Max.': 2}"
1658,cbcl43_36m,,3 y,child,4934,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4963,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.03, '3rd Qu.': 0, 'Max.': 2}"
1659,cbcl44_36m,,3 y,child,4919,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4978,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.47, '3rd Qu.': 1, 'Max.': 2}"
1660,cbcl45_36m,,3 y,child,4940,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4957,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
1661,cbcl46_36m,,3 y,child,4942,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4955,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.02, '3rd Qu.': 0, 'Max.': 2}"
1662,cbcl47_36m,,3 y,child,4936,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4961,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.05, '3rd Qu.': 0, 'Max.': 2}"
1663,cbcl48_36m,,3 y,child,4941,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4956,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.2, '3rd Qu.': 0, 'Max.': 2}"
1664,cbcl49_36m,,3 y,child,4944,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4953,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.06, '3rd Qu.': 0, 'Max.': 2}"
1665,cbcl50_36m,,3 y,child,4937,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4960,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.15, '3rd Qu.': 0, 'Max.': 2}"
1666,cbcl51_36m,,3 y,child,4940,GR1065,,,mother,,,,,numeric,CBCL_3_incl_Tscores__GR1065E2_GR1066A1_20201111,9897,4957,"{'Min.': 0, '1st Qu.': 0, 'Median': 0, 'Mean': 0.04, '3rd Qu.': 0, 'Max.': 2}"
